product_code,item_category_id,category,n_obs,n_stores,n_weeks,total_units,total_revenue,unique_prices,mean_price,std_price,median_units,max_units,return_units,promo_ref_rows,promo_rate,price_cv,coverage_rate,promo_ref_coverage,return_rate
12128,70,Подарки - Сувениры (в навеску),204,20,53,290.0,121067.0,4,414.924,43.69289,1.0,5.0,0.0,126,0.15079365079365079,0.105303355,0.13972602739726028,0.6176470588235294,0.0
12129,72,Подарки - Фигурки,31,8,19,34.0,50965.6,2,1498.9872,0.07184651,1.0,2.0,0.0,6,0.0,4.7930036e-05,0.021232876712328767,0.1935483870967742,0.0
1213,56,Музыка - CD фирменного производства,1,1,1,1.0,499.0,1,499.0,,1.0,1.0,0.0,0,,,0.0006849315068493151,0.0,0.0
12130,62,"Подарки - Гаджеты, роботы, спорт",92,19,49,100.0,93304.0,3,937.0761,98.08173,1.0,2.0,0.0,32,0.5,0.10466784,0.06301369863013699,0.34782608695652173,0.0
12131,62,"Подарки - Гаджеты, роботы, спорт",42,17,30,42.0,64594.93,4,1537.9745,223.0364,1.0,1.0,0.0,3,0.6666666666666666,0.14501958,0.028767123287671233,0.07142857142857142,0.0
12132,62,"Подарки - Гаджеты, роботы, спорт",80,16,30,93.0,204967.0,3,2204.75,59.635498,1.0,4.0,1.0,29,0.0,0.027048644,0.0547945205479452,0.3625,0.010638297872340425
12133,62,"Подарки - Гаджеты, роботы, спорт",133,16,56,162.0,152437.4,11,932.993,233.02753,1.0,3.0,0.0,77,0.7402597402597403,0.24976343,0.0910958904109589,0.5789473684210527,0.0
12134,30,Игры PC - Стандартные издания,805,20,73,1440.0,430421.0,7,298.9294,1.127183,1.0,12.0,1.0,725,0.002758620689655172,0.0037707328,0.5513698630136986,0.9006211180124224,0.0006939625260235947
12135,30,Игры PC - Стандартные издания,636,20,73,989.0,295631.3,7,298.93936,1.0056841,1.0,5.0,1.0,556,0.0017985611510791368,0.0033641744,0.43561643835616437,0.8742138364779874,0.00101010101010101
12136,30,Игры PC - Стандартные издания,4,4,4,4.0,272.0,2,68.0,20.0,1.0,1.0,0.0,0,,0.29411766,0.0027397260273972603,0.0,0.0
12137,30,Игры PC - Стандартные издания,7,6,6,7.0,606.0,2,86.57143,19.518002,1.0,1.0,0.0,0,,0.22545546,0.004794520547945206,0.0,0.0
12138,30,Игры PC - Стандартные издания,1,1,1,1.0,98.0,1,98.0,,1.0,1.0,0.0,0,,,0.0006849315068493151,0.0,0.0
12139,30,Игры PC - Стандартные издания,1,1,1,1.0,148.0,1,148.0,,1.0,1.0,0.0,0,,,0.0006849315068493151,0.0,0.0
1214,58,Музыка - Винил,1,1,1,1.0,899.0,1,899.0,,1.0,1.0,0.0,0,,,0.0006849315068493151,0.0,0.0
12141,30,Игры PC - Стандартные издания,11,5,10,11.0,3087.0,2,280.63635,40.85651,1.0,1.0,0.0,0,,0.14558524,0.007534246575342466,0.0,0.0
12142,30,Игры PC - Стандартные издания,4,3,4,5.0,370.0,2,68.0,20.0,1.0,2.0,0.0,0,,0.29411766,0.0027397260273972603,0.0,0.0
12143,30,Игры PC - Стандартные издания,1,1,1,1.0,28.0,1,28.0,,1.0,1.0,0.0,0,,,0.0006849315068493151,0.0,0.0
12144,30,Игры PC - Стандартные издания,1,1,1,1.0,98.0,1,98.0,,1.0,1.0,0.0,0,,,0.0006849315068493151,0.0,0.0
12145,30,Игры PC - Стандартные издания,1,1,1,1.0,58.0,1,58.0,,1.0,1.0,0.0,0,,,0.0006849315068493151,0.0,0.0
12146,30,Игры PC - Стандартные издания,5,4,4,5.0,140.0,1,28.0,0.0,1.0,1.0,0.0,0,,0.0,0.003424657534246575,0.0,0.0
12147,63,Подарки - Мягкие игрушки,13,6,11,13.0,3887.0,1,299.0,0.0,1.0,1.0,0.0,2,0.0,0.0,0.008904109589041096,0.15384615384615385,0.0
12148,63,Подарки - Мягкие игрушки,19,7,15,21.0,6279.0,1,299.0,0.0,1.0,2.0,0.0,5,0.0,0.0,0.013013698630136987,0.2631578947368421,0.0
12149,63,Подарки - Мягкие игрушки,10,6,10,10.0,2990.0,1,299.0,0.0,1.0,1.0,0.0,0,,0.0,0.00684931506849315,0.0,0.0
1215,58,Музыка - Винил,2,2,2,2.0,2598.0,1,1299.0,0.0,1.0,1.0,0.0,0,,0.0,0.0013698630136986301,0.0,0.0
12150,63,Подарки - Мягкие игрушки,19,9,13,19.0,5680.7,2,298.98422,0.06882192,1.0,1.0,0.0,2,0.0,0.0002301858,0.013013698630136987,0.10526315789473684,0.0
12151,63,Подарки - Мягкие игрушки,14,6,13,16.0,4784.0,1,299.0,0.0,1.0,3.0,0.0,2,0.0,0.0,0.009589041095890411,0.14285714285714285,0.0
12152,63,Подарки - Мягкие игрушки,11,7,9,11.0,3289.0,1,299.0,0.0,1.0,1.0,0.0,0,,0.0,0.007534246575342466,0.0,0.0
12153,62,"Подарки - Гаджеты, роботы, спорт",13,10,11,14.0,7126.0,5,517.53845,241.5128,1.0,2.0,0.0,0,,0.46665674,0.008904109589041096,0.0,0.0
12154,62,"Подарки - Гаджеты, роботы, спорт",12,9,11,12.0,4779.0,5,398.25,200.40918,1.0,1.0,0.0,0,,0.50322455,0.00821917808219178,0.0,0.0
12155,62,"Подарки - Гаджеты, роботы, спорт",10,6,10,10.0,3413.5,6,341.35,158.59839,1.0,1.0,0.0,0,,0.464621,0.00684931506849315,0.0,0.0
12156,62,"Подарки - Гаджеты, роботы, спорт",9,6,9,10.0,2662.0,6,273.77777,121.79981,1.0,2.0,0.0,0,,0.4448857,0.0061643835616438354,0.0,0.0
12157,62,"Подарки - Гаджеты, роботы, спорт",2,2,2,2.0,527.0,2,263.5,92.63099,1.0,1.0,0.0,0,,0.35154074,0.0013698630136986301,0.0,0.0
12158,62,"Подарки - Гаджеты, роботы, спорт",8,6,7,8.0,2185.0,4,273.125,70.963646,1.0,1.0,0.0,0,,0.25982112,0.005479452054794521,0.0,0.0
1216,55,Музыка - CD локального производства,36,14,29,36.0,10703.6,2,297.3222,10.066666,1.0,1.0,0.0,4,0.0,0.033857767,0.024657534246575342,0.1111111111111111,0.0
12160,62,"Подарки - Гаджеты, роботы, спорт",17,9,15,18.0,1977.8,7,112.92941,93.15117,1.0,2.0,0.0,1,0.0,0.8248619,0.011643835616438357,0.058823529411764705,0.0
12161,63,Подарки - Мягкие игрушки,4,1,4,4.0,695.0,2,173.75,50.5,1.0,1.0,0.0,0,,0.29064748,0.0027397260273972603,0.0,0.0
12163,70,Подарки - Сувениры (в навеску),27,13,23,28.0,12422.0,3,439.74075,94.09185,1.0,2.0,0.0,0,,0.21397118,0.018493150684931507,0.0,0.0
12164,70,Подарки - Сувениры (в навеску),71,18,17,143.0,25714.0,3,173.27464,34.093338,1.0,11.0,0.0,14,1.0,0.19675896,0.04863013698630137,0.19718309859154928,0.0
12165,70,Подарки - Сувениры (в навеску),64,18,19,88.0,31602.0,2,356.34375,61.521507,1.0,4.0,0.0,11,0.9090909090909091,0.17264652,0.043835616438356165,0.171875,0.0
12166,70,Подарки - Сувениры (в навеску),80,17,24,104.0,16846.0,2,158.75,34.822334,1.0,4.0,0.0,27,0.8888888888888888,0.21935329,0.0547945205479452,0.3375,0.0
12167,70,Подарки - Сувениры (в навеску),37,14,19,43.0,12856.85,4,298.99866,62.71541,1.0,2.0,0.0,5,1.0,0.20975147,0.025342465753424658,0.13513513513513514,0.0
12168,70,Подарки - Сувениры (в навеску),426,19,53,2050.0,386946.34,17,188.43939,4.4305716,3.0,34.0,0.0,350,0.011428571428571429,0.023511918,0.29178082191780824,0.8215962441314554,0.0
12169,70,Подарки - Сувениры (в навеску),130,19,46,162.0,101805.55,3,626.75037,66.23292,1.0,5.0,0.0,61,0.19672131147540983,0.10567671,0.08904109589041095,0.46923076923076923,0.0
1217,55,Музыка - CD локального производства,52,18,23,53.0,15727.2,3,296.69617,11.631634,1.0,2.0,0.0,12,0.0,0.039203856,0.03561643835616438,0.23076923076923078,0.0
12170,70,Подарки - Сувениры (в навеску),53,13,29,69.0,12601.05,4,181.07642,27.270897,1.0,4.0,0.0,16,0.75,0.15060435,0.036301369863013695,0.3018867924528302,0.0
12171,70,Подарки - Сувениры (в навеску),46,13,26,56.0,21264.0,2,378.13043,45.986767,1.0,2.0,0.0,9,0.6666666666666666,0.12161615,0.031506849315068496,0.1956521739130435,0.0
12172,70,Подарки - Сувениры (в навеску),46,14,25,49.0,24300.5,3,495.72827,22.114779,1.0,2.0,0.0,8,0.0,0.044610687,0.031506849315068496,0.17391304347826086,0.0
12173,70,Подарки - Сувениры (в навеску),99,17,36,128.0,62997.0,4,492.18182,26.442608,1.0,4.0,0.0,42,0.11904761904761904,0.053725284,0.06780821917808219,0.42424242424242425,0.0
12174,70,Подарки - Сувениры (в навеску),60,17,32,63.0,30962.05,3,491.08417,33.028717,1.0,3.0,0.0,12,0.0,0.067256734,0.0410958904109589,0.2,0.0
12175,69,Подарки - Сувениры,16,6,15,17.0,20582.5,3,1205.2188,201.54099,1.0,2.0,0.0,3,0.6666666666666666,0.16722357,0.010958904109589041,0.1875,0.0
12176,69,Подарки - Сувениры,31,7,23,33.0,37807.0,3,1143.5161,138.53613,1.0,2.0,0.0,12,0.08333333333333333,0.121149264,0.021232876712328767,0.3870967741935484,0.0
12177,69,Подарки - Сувениры,20,5,18,20.0,22140.0,2,1107.0,175.84682,1.0,1.0,0.0,9,0.3333333333333333,0.15884988,0.0136986301369863,0.45,0.0
12178,69,Подарки - Сувениры,34,8,25,37.0,32962.55,3,890.1676,51.44803,1.0,2.0,0.0,16,0.0625,0.05779589,0.023287671232876714,0.47058823529411764,0.0
12179,69,Подарки - Сувениры,16,3,15,17.0,24403.0,3,1426.5,272.94687,1.0,2.0,0.0,6,0.6666666666666666,0.19134025,0.010958904109589041,0.375,0.0
1218,59,Музыка - Музыкальное видео,8,4,8,8.0,7992.0,1,999.0,0.0,1.0,1.0,0.0,0,,0.0,0.005479452054794521,0.0,0.0
12180,70,Подарки - Сувениры (в навеску),139,20,36,208.0,206040.75,6,986.4028,58.396305,1.0,5.0,0.0,67,0.07462686567164178,0.059201278,0.09520547945205479,0.48201438848920863,0.0
12181,70,Подарки - Сувениры (в навеску),65,16,34,77.0,31190.0,3,407.9,52.14517,1.0,3.0,0.0,14,0.5,0.12783812,0.04452054794520548,0.2153846153846154,0.0
12182,70,Подарки - Сувениры (в навеску),53,16,24,62.0,59538.0,2,953.717,108.425865,1.0,4.0,0.0,7,0.5714285714285714,0.11368767,0.036301369863013695,0.1320754716981132,0.0
12183,70,Подарки - Сувениры (в навеску),141,20,38,189.0,79751.35,7,421.77466,31.121843,1.0,6.0,0.0,72,0.09722222222222222,0.073787846,0.09657534246575343,0.5106382978723404,0.0
12184,70,Подарки - Сувениры (в навеску),256,18,63,566.0,302006.3,4,527.72266,40.982536,1.0,20.0,0.0,184,0.09782608695652174,0.077659234,0.17534246575342466,0.71875,0.0
12187,70,Подарки - Сувениры (в навеску),54,14,10,75.0,37425.0,1,499.0,0.0,1.0,4.0,0.0,11,0.0,0.0,0.036986301369863014,0.2037037037037037,0.0
12188,19,Игры - PS3,77,20,33,84.0,54003.99,14,642.6492,191.78702,1.0,2.0,0.0,13,0.7692307692307693,0.2984319,0.05273972602739726,0.16883116883116883,0.0
1219,59,Музыка - Музыкальное видео,7,5,7,7.0,2443.0,1,349.0,0.0,1.0,1.0,0.0,0,,0.0,0.004794520547945206,0.0,0.0
12190,30,Игры PC - Стандартные издания,184,20,56,218.0,67803.17,15,315.58334,95.08355,1.0,3.0,0.0,105,0.6476190476190476,0.30129457,0.12602739726027398,0.5706521739130435,0.0
12195,43,Книги - Аудиокниги,3,3,3,3.0,747.0,1,249.0,0.0,1.0,1.0,0.0,0,,0.0,0.002054794520547945,0.0,0.0
12196,43,Книги - Аудиокниги,10,7,9,10.0,2490.0,1,249.0,0.0,1.0,1.0,0.0,0,,0.0,0.00684931506849315,0.0,0.0
12197,43,Книги - Аудиокниги,30,9,23,30.0,10420.0,2,347.33334,9.128709,1.0,1.0,0.0,8,0.0,0.02628227,0.02054794520547945,0.26666666666666666,0.0
12198,43,Книги - Аудиокниги,40,12,30,40.0,11960.0,1,299.0,0.0,1.0,1.0,0.0,10,0.0,0.0,0.0273972602739726,0.25,0.0
12199,43,Книги - Аудиокниги,3,2,3,3.0,750.0,1,250.0,0.0,1.0,1.0,0.0,0,,0.0,0.002054794520547945,0.0,0.0
12200,43,Книги - Аудиокниги,40,11,27,41.0,12259.0,1,299.0,0.0,1.0,2.0,0.0,13,0.0,0.0,0.0273972602739726,0.325,0.0
12203,30,Игры PC - Стандартные издания,1,1,1,1.0,14.0,1,14.0,,1.0,1.0,0.0,0,,,0.0006849315068493151,0.0,0.0
12204,49,Книги - Методические материалы 1С,2,2,2,2.0,698.0,1,349.0,0.0,1.0,1.0,0.0,0,,0.0,0.0013698630136986301,0.0,0.0
12205,49,Книги - Методические материалы 1С,9,4,8,9.0,2160.0,1,240.0,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0061643835616438354,0.1111111111111111,0.0
12206,62,"Подарки - Гаджеты, роботы, спорт",72,18,28,81.0,161719.0,2,1996.2222,16.54888,1.0,4.0,0.0,20,0.0,0.008290099,0.049315068493150684,0.2777777777777778,0.0
12207,62,"Подарки - Гаджеты, роботы, спорт",17,13,11,17.0,21552.5,4,1267.7941,178.30197,1.0,1.0,0.0,0,,0.14063954,0.011643835616438357,0.0,0.0
12208,62,"Подарки - Гаджеты, роботы, спорт",110,20,49,126.0,246557.95,7,1989.0747,589.71576,1.0,3.0,1.0,45,0.8888888888888888,0.29647744,0.07534246575342465,0.4090909090909091,0.007874015748031496
1221,58,Музыка - Винил,1,1,1,1.0,899.0,1,899.0,,1.0,1.0,0.0,0,,,0.0006849315068493151,0.0,0.0
12211,62,"Подарки - Гаджеты, роботы, спорт",59,15,28,75.0,92234.7,7,1207.0778,228.71628,1.0,6.0,0.0,20,0.75,0.18947932,0.04041095890410959,0.3389830508474576,0.0
12216,73,Программы - 1С:Предприятие 8,3,3,3,3.0,4800.0,1,1600.0,0.0,1.0,1.0,0.0,0,,0.0,0.002054794520547945,0.0,0.0
12218,73,Программы - 1С:Предприятие 8,4,3,4,4.0,6400.0,1,1600.0,0.0,1.0,1.0,0.0,0,,0.0,0.0027397260273972603,0.0,0.0
12219,73,Программы - 1С:Предприятие 8,8,6,8,8.0,12800.0,1,1600.0,0.0,1.0,1.0,0.0,0,,0.0,0.005479452054794521,0.0,0.0
1222,55,Музыка - CD локального производства,36,15,25,36.0,10764.0,1,299.0,0.0,1.0,1.0,0.0,6,0.0,0.0,0.024657534246575342,0.16666666666666666,0.0
12220,73,Программы - 1С:Предприятие 8,4,4,4,4.0,6400.0,1,1600.0,0.0,1.0,1.0,0.0,0,,0.0,0.0027397260273972603,0.0,0.0
12221,73,Программы - 1С:Предприятие 8,3,2,3,3.0,4800.0,1,1600.0,0.0,1.0,1.0,0.0,0,,0.0,0.002054794520547945,0.0,0.0
12222,73,Программы - 1С:Предприятие 8,2,2,2,2.0,3600.0,1,1800.0,0.0,1.0,1.0,0.0,0,,0.0,0.0013698630136986301,0.0,0.0
12229,57,Музыка - MP3,85,12,49,92.0,27448.2,2,298.29645,6.486221,1.0,3.0,0.0,45,0.022222222222222223,0.02174421,0.05821917808219178,0.5294117647058824,0.0
1223,59,Музыка - Музыкальное видео,16,6,14,16.0,5484.0,2,342.75,25.0,1.0,1.0,0.0,1,1.0,0.07293946,0.010958904109589041,0.0625,0.0
12231,49,Книги - Методические материалы 1С,43,9,34,48.0,16800.0,1,350.0,0.0,1.0,2.0,0.0,20,0.0,0.0,0.02945205479452055,0.46511627906976744,0.0
12232,49,Книги - Методические материалы 1С,44,14,30,46.0,16100.0,1,350.0,0.0,1.0,2.0,0.0,13,0.0,0.0,0.030136986301369864,0.29545454545454547,0.0
12233,43,Книги - Аудиокниги,61,14,41,63.0,21987.0,1,349.0,0.0,1.0,2.0,0.0,18,0.0,0.0,0.04178082191780822,0.29508196721311475,0.0
12238,30,Игры PC - Стандартные издания,1,1,1,1.0,28.0,1,28.0,,1.0,1.0,0.0,0,,,0.0006849315068493151,0.0,0.0
1224,55,Музыка - CD локального производства,214,20,66,222.0,88578.0,1,399.0,0.0,1.0,2.0,0.0,134,0.0,0.0,0.14657534246575343,0.6261682242990654,0.0
12240,30,Игры PC - Стандартные издания,1,1,1,1.0,28.0,1,28.0,,1.0,1.0,0.0,0,,,0.0006849315068493151,0.0,0.0
12241,43,Книги - Аудиокниги,48,13,37,48.0,11952.0,1,249.0,0.0,1.0,1.0,1.0,10,0.0,0.0,0.03287671232876712,0.20833333333333334,0.02040816326530612
12242,40,Кино - DVD,9,5,9,9.0,1509.0,2,167.66667,62.175156,1.0,1.0,0.0,0,,0.37082598,0.0061643835616438354,0.0,0.0
12243,40,Кино - DVD,5,5,4,5.0,170.0,2,34.0,13.416408,1.0,1.0,0.0,0,,0.3946002,0.003424657534246575,0.0,0.0
12244,40,Кино - DVD,18,10,12,18.0,3531.0,2,196.16667,12.020815,1.0,1.0,0.0,0,,0.061278578,0.012328767123287671,0.0,0.0
12245,40,Кино - DVD,13,6,11,13.0,2345.0,3,180.38461,46.16734,1.0,1.0,0.0,1,1.0,0.25593835,0.008904109589041096,0.07692307692307693,0.0
12246,40,Кино - DVD,9,4,9,9.0,1589.0,2,176.55556,44.536816,1.0,1.0,0.0,0,,0.25225383,0.0061643835616438354,0.0,0.0
12247,40,Кино - DVD,17,10,13,17.0,2533.0,1,149.0,0.0,1.0,1.0,0.0,1,0.0,0.0,0.011643835616438357,0.058823529411764705,0.0
12248,40,Кино - DVD,7,6,7,7.0,1043.0,1,149.0,0.0,1.0,1.0,0.0,0,,0.0,0.004794520547945206,0.0,0.0
12249,40,Кино - DVD,46,17,25,46.0,9134.0,3,198.56522,2.0618727,1.0,1.0,0.0,9,0.0,0.0103838565,0.031506849315068496,0.1956521739130435,0.0
1225,59,Музыка - Музыкальное видео,4,4,4,4.0,3596.0,1,899.0,0.0,1.0,1.0,0.0,0,,0.0,0.0027397260273972603,0.0,0.0
12250,40,Кино - DVD,11,7,8,11.0,938.0,2,85.27273,28.316395,1.0,1.0,0.0,0,,0.3320686,0.007534246575342466,0.0,0.0
12251,40,Кино - DVD,14,7,10,14.0,2504.0,2,178.85715,51.202248,1.0,1.0,0.0,0,,0.28627455,0.009589041095890411,0.0,0.0
12252,40,Кино - DVD,24,11,19,26.0,4519.0,4,171.70833,55.766968,1.0,2.0,0.0,1,1.0,0.3247773,0.01643835616438356,0.041666666666666664,0.0
12253,40,Кино - DVD,13,10,12,13.0,2587.0,1,199.0,0.0,1.0,1.0,0.0,0,,0.0,0.008904109589041096,0.0,0.0
12254,40,Кино - DVD,1,1,1,1.0,58.0,1,58.0,,1.0,1.0,0.0,0,,,0.0006849315068493151,0.0,0.0
12255,62,"Подарки - Гаджеты, роботы, спорт",27,9,24,31.0,7302.0,4,231.77777,72.48519,1.0,3.0,0.0,9,0.5555555555555556,0.31273574,0.018493150684931507,0.3333333333333333,0.0
12256,62,"Подарки - Гаджеты, роботы, спорт",1,1,1,1.0,349.0,1,349.0,,1.0,1.0,1.0,0,,,0.0006849315068493151,0.0,0.5
12257,62,"Подарки - Гаджеты, роботы, спорт",25,6,19,26.0,7462.0,3,290.56,69.23094,1.0,2.0,0.0,6,1.0,0.23826729,0.017123287671232876,0.24,0.0
12258,62,"Подарки - Гаджеты, роботы, спорт",36,9,25,40.0,10128.9,5,259.35834,85.03354,1.0,3.0,0.0,10,1.0,0.32786122,0.024657534246575342,0.2777777777777778,0.0
12259,62,"Подарки - Гаджеты, роботы, спорт",25,6,19,27.0,10106.0,4,373.56,82.39543,1.0,2.0,0.0,6,1.0,0.22056814,0.017123287671232876,0.24,0.0
1226,59,Музыка - Музыкальное видео,45,9,31,46.0,13754.0,1,299.0,0.0,1.0,2.0,0.0,16,0.0,0.0,0.030821917808219176,0.35555555555555557,0.0
12260,62,"Подарки - Гаджеты, роботы, спорт",21,6,18,22.0,11215.0,4,515.0952,133.99101,1.0,2.0,0.0,3,1.0,0.26012862,0.014383561643835616,0.14285714285714285,0.0
12261,62,"Подарки - Гаджеты, роботы, спорт",16,5,14,18.0,11970.0,2,685.875,250.5,1.0,2.0,0.0,3,1.0,0.3652269,0.010958904109589041,0.1875,0.0
12262,62,"Подарки - Гаджеты, роботы, спорт",21,8,17,21.0,11415.0,6,543.5714,207.73723,1.0,1.0,0.0,1,1.0,0.382171,0.014383561643835616,0.047619047619047616,0.0
12263,62,"Подарки - Гаджеты, роботы, спорт",2,2,1,2.0,2998.0,1,1499.0,0.0,1.0,1.0,0.0,0,,0.0,0.0013698630136986301,0.0,0.0
12264,62,"Подарки - Гаджеты, роботы, спорт",5,4,4,5.0,6343.0,3,1268.6,456.80444,1.0,1.0,0.0,0,,0.3600855,0.003424657534246575,0.0,0.0
12265,62,"Подарки - Гаджеты, роботы, спорт",16,7,10,18.0,18168.0,3,998.1875,283.19632,1.0,2.0,0.0,0,,0.28371054,0.010958904109589041,0.0,0.0
12266,62,"Подарки - Гаджеты, роботы, спорт",86,13,50,114.0,14706.0,1,129.0,0.0,1.0,5.0,0.0,46,0.0,0.0,0.0589041095890411,0.5348837209302325,0.0
12267,62,"Подарки - Гаджеты, роботы, спорт",9,7,8,9.0,17285.0,4,1920.5555,731.40485,1.0,1.0,0.0,0,,0.38082984,0.0061643835616438354,0.0,0.0
12268,62,"Подарки - Гаджеты, роботы, спорт",20,6,16,21.0,7964.0,4,385.8,68.8741,1.0,2.0,1.0,2,1.0,0.17852281,0.0136986301369863,0.1,0.045454545454545456
12269,62,"Подарки - Гаджеты, роботы, спорт",39,16,27,42.0,61072.1,6,1450.6437,145.59645,1.0,2.0,0.0,3,0.0,0.10036679,0.02671232876712329,0.07692307692307693,0.0
1227,59,Музыка - Музыкальное видео,50,13,37,53.0,15647.0,2,295.0,13.702375,1.0,2.0,0.0,15,0.2,0.04644873,0.03424657534246575,0.3,0.0
12270,62,"Подарки - Гаджеты, роботы, спорт",38,11,30,40.0,30993.0,6,784.1316,256.96274,1.0,2.0,0.0,10,1.0,0.3277036,0.026027397260273973,0.2631578947368421,0.0
12271,62,"Подарки - Гаджеты, роботы, спорт",20,8,18,22.0,18166.0,3,838.5,170.32555,1.0,2.0,0.0,3,1.0,0.20313124,0.0136986301369863,0.15,0.0
12272,62,"Подарки - Гаджеты, роботы, спорт",22,10,18,23.0,18326.2,5,783.0545,236.81764,1.0,2.0,0.0,1,1.0,0.30242804,0.015068493150684932,0.045454545454545456,0.0
12273,62,"Подарки - Гаджеты, роботы, спорт",93,16,50,97.0,53142.5,3,547.8118,11.406023,1.0,3.0,0.0,35,0.0,0.020821061,0.0636986301369863,0.3763440860215054,0.0
12274,62,"Подарки - Гаджеты, роботы, спорт",1,1,1,1.0,1798.0,1,1798.0,,1.0,1.0,0.0,0,,,0.0006849315068493151,0.0,0.0
12275,62,"Подарки - Гаджеты, роботы, спорт",152,19,58,187.0,102025.8,4,544.80786,14.492704,1.0,5.0,1.0,81,0.12345679012345678,0.026601497,0.10410958904109589,0.5328947368421053,0.005319148936170213
12276,62,"Подарки - Гаджеты, роботы, спорт",7,5,7,7.0,9737.1,4,1391.0143,717.08545,1.0,1.0,0.0,0,,0.51551265,0.004794520547945206,0.0,0.0
12277,62,"Подарки - Гаджеты, роботы, спорт",11,6,11,11.0,14782.0,5,1343.8182,561.4723,1.0,1.0,0.0,0,,0.41781864,0.007534246575342466,0.0,0.0
12278,62,"Подарки - Гаджеты, роботы, спорт",156,19,58,174.0,60638.0,3,348.43588,5.777799,1.0,3.0,0.0,92,0.010869565217391304,0.016582102,0.10684931506849316,0.5897435897435898,0.0
12279,62,"Подарки - Гаджеты, роботы, спорт",1,1,1,1.0,58.0,1,58.0,,1.0,1.0,0.0,0,,,0.0006849315068493151,0.0,0.0
1228,58,Музыка - Винил,8,3,6,8.0,11792.0,2,1474.0,310.5295,1.0,1.0,0.0,0,,0.2106713,0.005479452054794521,0.0,0.0
12280,62,"Подарки - Гаджеты, роботы, спорт",5,3,5,5.0,5990.0,1,1198.0,0.0,1.0,1.0,0.0,0,,0.0,0.003424657534246575,0.0,0.0
12281,62,"Подарки - Гаджеты, роботы, спорт",98,16,55,116.0,68014.95,6,587.6525,100.34262,1.0,4.0,0.0,44,0.4090909090909091,0.17075162,0.06712328767123288,0.4489795918367347,0.0
12282,62,"Подарки - Гаджеты, роботы, спорт",4,3,4,4.0,552.0,3,138.0,58.30952,1.0,1.0,0.0,0,,0.42253277,0.0027397260273972603,0.0,0.0
12283,62,"Подарки - Гаджеты, роботы, спорт",5,4,5,5.0,6791.0,2,1358.2,358.21808,1.0,1.0,0.0,0,,0.26374474,0.003424657534246575,0.0,0.0
12284,62,"Подарки - Гаджеты, роботы, спорт",5,4,5,5.0,2191.0,4,438.2,336.57123,1.0,1.0,0.0,0,,0.7680767,0.003424657534246575,0.0,0.0
12285,62,"Подарки - Гаджеты, роботы, спорт",2,1,2,2.0,546.0,2,273.0,35.35534,1.0,1.0,0.0,0,,0.12950674,0.0013698630136986301,0.0,0.0
12286,62,"Подарки - Гаджеты, роботы, спорт",229,18,67,321.0,32100.0,1,100.0,0.0,1.0,5.0,0.0,160,0.0,0.0,0.15684931506849314,0.6986899563318777,0.0
12287,62,"Подарки - Гаджеты, роботы, спорт",1,1,1,1.0,1798.0,1,1798.0,,1.0,1.0,0.0,0,,,0.0006849315068493151,0.0,0.0
12288,62,"Подарки - Гаджеты, роботы, спорт",1,1,1,1.0,1998.0,1,1998.0,,1.0,1.0,0.0,0,,,0.0006849315068493151,0.0,0.0
12289,62,"Подарки - Гаджеты, роботы, спорт",2,2,1,2.0,3996.0,1,1998.0,0.0,1.0,1.0,0.0,0,,0.0,0.0013698630136986301,0.0,0.0
1229,58,Музыка - Винил,5,3,5,5.0,5845.0,3,1169.0,370.1351,1.0,1.0,0.0,0,,0.31662542,0.003424657534246575,0.0,0.0
12290,62,"Подарки - Гаджеты, роботы, спорт",1,1,1,1.0,1798.0,1,1798.0,,1.0,1.0,0.0,0,,,0.0006849315068493151,0.0,0.0
12291,62,"Подарки - Гаджеты, роботы, спорт",21,8,18,21.0,15926.0,4,758.381,208.30806,1.0,1.0,0.0,2,1.0,0.27467468,0.014383561643835616,0.09523809523809523,0.0
12292,62,"Подарки - Гаджеты, роботы, спорт",1,1,1,1.0,1798.0,1,1798.0,,1.0,1.0,0.0,0,,,0.0006849315068493151,0.0,0.0
12293,62,"Подарки - Гаджеты, роботы, спорт",40,10,27,45.0,14517.0,5,328.175,111.18082,1.0,3.0,0.0,14,0.9285714285714286,0.33878517,0.0273972602739726,0.35,0.0
12294,62,"Подарки - Гаджеты, роботы, спорт",30,6,23,39.0,13030.0,4,348.26666,122.812706,1.0,3.0,0.0,14,1.0,0.35263985,0.02054794520547945,0.4666666666666667,0.0
12295,62,"Подарки - Гаджеты, роботы, спорт",3,3,3,3.0,6394.0,2,2131.3333,461.88022,1.0,1.0,0.0,0,,0.21670952,0.002054794520547945,0.0,0.0
12296,62,"Подарки - Гаджеты, роботы, спорт",3,3,3,3.0,7995.0,3,2665.0,1222.5658,1.0,1.0,0.0,0,,0.45874888,0.002054794520547945,0.0,0.0
12297,62,"Подарки - Гаджеты, роботы, спорт",38,10,27,45.0,31371.0,7,691.6579,360.62186,1.0,2.0,0.0,10,1.0,0.52138764,0.026027397260273973,0.2631578947368421,0.0
12298,62,"Подарки - Гаджеты, роботы, спорт",2,1,2,2.0,6997.0,2,3498.5,707.8139,1.0,1.0,0.0,0,,0.20231925,0.0013698630136986301,0.0,0.0
