product_code,category,n_obs,positive_obs,total_units,mean_units,n_stores,n_weeks,unique_prices,mean_price,std_price,promo_rate,positive_rate,price_cv
HOBBIES_1_105,HOBBIES_1,2765,2593,12571.0,4.546474,10,277,4,6.6742063,0.11530173,0.009403254972875226,0.9377938517179023,0.01727572
FOODS_3_166,FOODS_3,691,648,6864.0,9.93343,10,71,1,1.0,0.0,0.0,0.9377713458755427,0.0
HOUSEHOLD_1_486,HOUSEHOLD_1,1943,1822,9291.0,4.7817807,10,199,7,18.058048,0.6383638,0.007205352547606794,0.9377251672671127,0.03535065
HOUSEHOLD_1_251,HOUSEHOLD_1,2553,2394,33109.0,12.968664,10,277,2,1.9798785,0.006135308,0.0003916960438699569,0.9377203290246768,0.0030988306
HOUSEHOLD_1_535,HOUSEHOLD_1,2750,2578,81902.0,29.782545,10,275,3,6.963091,0.10596733,0.005454545454545455,0.9374545454545454,0.015218432
FOODS_3_313,FOODS_3,2694,2525,101437.0,37.65293,10,273,6,1.8808055,0.11515526,0.055308092056421676,0.937268002969562,0.061226565
FOODS_3_202,FOODS_3,2770,2596,300096.0,108.337906,10,277,20,4.2564225,0.2903401,0.09927797833935018,0.9371841155234657,0.06821223
HOUSEHOLD_1_365,HOUSEHOLD_1,2770,2596,13148.0,4.7465706,10,277,7,4.0161695,0.1144914,0.04693140794223827,0.9371841155234657,0.028507613
FOODS_2_257,FOODS_2,1638,1534,30383.0,18.54884,10,188,2,0.99938947,0.017466078,0.001221001221001221,0.9365079365079365,0.017476747
HOBBIES_1_332,HOBBIES_1,2015,1887,7909.0,3.925062,10,203,4,7.8354244,0.12868686,0.0004962779156327543,0.9364764267990074,0.016423726
HOUSEHOLD_2_325,HOUSEHOLD_2,2770,2594,10082.0,3.6397111,10,277,5,3.7552273,0.23377652,0.005054151624548736,0.9364620938628159,0.062253628
HOUSEHOLD_1_103,HOUSEHOLD_1,2250,2107,20554.0,9.135111,10,225,3,4.88132,0.1367354,0.0057777777777777775,0.9364444444444444,0.02801197
FOODS_3_650,FOODS_3,1463,1370,7400.0,5.0580997,10,148,7,2.9722147,0.10582561,0.006151742993848257,0.9364319890635681,0.03560497
FOODS_3_136,FOODS_3,2770,2593,102211.0,36.899277,10,277,17,4.2701807,0.27180356,0.09530685920577617,0.936101083032491,0.06365153
HOUSEHOLD_1_316,HOUSEHOLD_1,2770,2593,13583.0,4.90361,10,277,4,3.9669566,0.019337574,0.00036101083032490973,0.936101083032491,0.0048746625
HOUSEHOLD_1_467,HOUSEHOLD_1,1141,1068,6069.0,5.3190184,10,118,3,11.804531,0.23793042,0.0,0.9360210341805434,0.020155855
FOODS_3_237,FOODS_3,1682,1574,29788.0,17.70987,10,180,3,0.99941736,0.013514683,0.002972651605231867,0.9357907253269917,0.013522562
HOUSEHOLD_2_447,HOUSEHOLD_2,2770,2592,16757.0,6.0494585,10,277,3,1.975556,0.054508515,0.005776173285198556,0.935740072202166,0.02759148
HOUSEHOLD_2_159,HOUSEHOLD_2,2639,2468,15532.0,5.885563,10,267,4,3.9429672,0.04111351,0.03220917014020462,0.9352027283061766,0.010427048
HOUSEHOLD_2_011,HOUSEHOLD_2,2157,2017,7378.0,3.4204915,10,217,2,5.627487,0.017845271,0.0,0.9350950394065832,0.0031710905
FOODS_3_704,FOODS_3,2770,2590,73841.0,26.6574,10,277,22,4.248978,0.30066377,0.10505415162454873,0.9350180505415162,0.07076143
FOODS_3_476,FOODS_3,2754,2575,72844.0,26.450254,10,277,4,5.9736457,0.09928696,0.050835148874364564,0.9350036310820624,0.016620832
FOODS_3_041,FOODS_3,2244,2098,26380.0,11.755794,10,226,13,2.9640954,0.12002909,0.023172905525846704,0.9349376114081996,0.04049434
FOODS_3_259,FOODS_3,2332,2180,48628.0,20.852488,10,235,7,1.6093224,0.15578991,0.034734133790737566,0.934819897084048,0.09680466
FOODS_2_321,FOODS_2,2192,2049,14495.0,6.6126823,10,249,13,2.9389327,0.16892186,0.06432481751824817,0.9347627737226277,0.05747728
HOUSEHOLD_2_196,HOUSEHOLD_2,1378,1288,11035.0,8.007982,10,169,1,2.27,0.0,0.0,0.9346879535558781,0.0
HOUSEHOLD_1_389,HOUSEHOLD_1,2770,2589,98752.0,35.650543,10,277,5,0.95695305,0.016968576,0.003971119133574007,0.9346570397111913,0.017731879
FOODS_3_418,FOODS_3,2433,2274,28965.0,11.905055,10,262,3,3.978504,0.047666583,0.0016440608302507192,0.9346485819975339,0.011981032
HOBBIES_1_155,HOBBIES_1,1498,1400,12064.0,8.053405,10,151,1,18.98,0.0,0.0,0.9345794392523364,0.0
HOUSEHOLD_1_469,HOUSEHOLD_1,2742,2562,20355.0,7.4234138,10,277,16,17.973858,0.70019835,0.03646973012399708,0.9343544857768052,0.038956486
FOODS_2_396,FOODS_2,2191,2047,17930.0,8.183477,10,250,8,2.9455361,0.14049642,0.0629849383842994,0.9342765860337745,0.04769808
HOUSEHOLD_2_142,HOUSEHOLD_2,2770,2587,26592.0,9.6,10,277,2,1.9704332,0.011393992,0.004693140794223827,0.9339350180505415,0.005782481
HOBBIES_1_232,HOBBIES_1,711,664,8386.0,11.794656,10,72,2,0.47597748,0.008022464,0.0,0.9338959212376934,0.016854713
FOODS_3_194,FOODS_3,2752,2570,33376.0,12.127907,10,276,5,2.951352,0.082160875,0.0014534883720930232,0.9338662790697675,0.027838387
HOBBIES_1_270,HOBBIES_1,2010,1877,8044.0,4.00199,10,203,3,4.844985,0.114493474,0.0,0.9338308457711443,0.023631338
FOODS_2_131,FOODS_2,1991,1859,30242.0,15.189352,10,212,5,6.036635,0.21212731,0.06780512305374184,0.9337016574585635,0.035139993
HOUSEHOLD_2_442,HOUSEHOLD_2,2500,2334,16581.0,6.6324,10,277,1,1.48,0.0,0.0,0.9336,0.0
FOODS_3_115,FOODS_3,2770,2586,29676.0,10.713357,10,277,21,4.26244,0.285742,0.10180505415162455,0.9335740072202167,0.06703719
FOODS_3_672,FOODS_3,2760,2576,91735.0,33.23732,10,277,6,2.4059095,0.17807408,0.00036231884057971015,0.9333333333333333,0.07401528
HOUSEHOLD_1_227,HOUSEHOLD_1,808,754,8724.0,10.7970295,10,81,1,2.73,0.0,0.0,0.9331683168316832,0.0
HOUSEHOLD_2_248,HOUSEHOLD_2,820,765,5046.0,6.1536584,10,88,2,9.090366,0.14713342,0.0,0.9329268292682927,0.016185643
HOUSEHOLD_1_495,HOUSEHOLD_1,1458,1360,9396.0,6.4444447,10,150,4,3.5956311,0.35954183,0.09190672153635117,0.9327846364883402,0.099994086
FOODS_3_681,FOODS_3,2766,2580,255492.0,92.36877,10,277,7,1.1033803,0.13020709,0.18799710773680406,0.9327548806941431,0.118007444
FOODS_1_122,FOODS_1,770,718,5701.0,7.4038963,10,77,1,1.98,0.0,0.0,0.9324675324675324,0.0
HOUSEHOLD_2_427,HOUSEHOLD_2,2765,2578,20008.0,7.2361665,10,277,5,3.2649765,0.31763446,0.08607594936708861,0.932368896925859,0.097285375
HOUSEHOLD_1_102,HOUSEHOLD_1,1151,1073,8110.0,7.0460467,10,118,4,17.91555,0.707696,0.0034752389226759338,0.9322328410078193,0.039501775
HOUSEHOLD_1_058,HOUSEHOLD_1,1475,1375,11647.0,7.896271,10,148,1,6.48,0.0,0.0,0.9322033898305084,0.0
FOODS_3_792,FOODS_3,2770,2582,79484.0,28.694584,10,277,1,1.0,0.0,0.0,0.932129963898917,0.0
HOUSEHOLD_1_100,HOUSEHOLD_1,2768,2579,21114.0,7.62789,10,277,4,8.031416,0.1704575,0.008309248554913294,0.9317196531791907,0.021223841
FOODS_2_279,FOODS_2,1807,1683,13760.0,7.6148314,10,198,7,2.5129938,0.051902343,0.003320420586607637,0.9313779745434422,0.020653589
FOODS_3_046,FOODS_3,1863,1735,13976.0,7.5018787,10,189,3,1.9738057,0.041534208,0.0010735373054213634,0.9312936124530328,0.021042705
FOODS_2_379,FOODS_2,480,447,3002.0,6.2541666,10,90,1,6.98,0.0,0.0,0.93125,0.0
HOBBIES_1_204,HOBBIES_1,770,717,4534.0,5.888312,10,77,2,9.915844,0.11216424,0.0,0.9311688311688312,0.011311618
HOUSEHOLD_2_382,HOUSEHOLD_2,867,807,3955.0,4.561707,10,98,1,3.4799998,0.0,0.0,0.9307958477508651,0.0
FOODS_1_163,FOODS_1,1025,954,20148.0,19.656586,10,105,2,0.9724683,0.01564547,0.0,0.9307317073170732,0.016088411
FOODS_3_184,FOODS_3,2770,2578,38163.0,13.777256,10,277,3,3.065722,0.17970605,0.004693140794223827,0.9306859205776173,0.058617856
HOBBIES_1_055,HOBBIES_1,2712,2524,20631.0,7.6073008,10,277,8,8.4640665,0.6525477,0.052728613569321535,0.9306784660766961,0.07709624
FOODS_2_253,FOODS_2,605,563,3054.0,5.047934,10,85,4,7.8009095,0.27928835,0.0743801652892562,0.9305785123966942,0.035802025
FOODS_3_308,FOODS_3,2403,2236,21415.0,8.911777,10,251,3,4.933225,0.11646775,0.0,0.9305035372451103,0.023608847
HOUSEHOLD_1_537,HOUSEHOLD_1,2770,2577,21364.0,7.7126355,10,277,5,15.967004,0.24774368,0.00036101083032490973,0.9303249097472924,0.015515978
FOODS_1_006,FOODS_1,2770,2577,22613.0,8.163538,10,277,4,2.2174766,0.11782343,0.0,0.9303249097472924,0.053134013
FOODS_3_658,FOODS_3,1593,1482,7990.0,5.0156937,10,160,3,2.7989013,0.06995231,0.0006277463904582549,0.9303201506591338,0.024992775
HOBBIES_1_129,HOBBIES_1,2002,1862,9314.0,4.6523476,10,201,2,4.846833,0.11033033,0.0,0.9300699300699301,0.022763385
FOODS_3_290,FOODS_3,2759,2566,62534.0,22.665459,10,277,1,1.0,0.0,0.0,0.9300471185212034,0.0
FOODS_2_130,FOODS_2,1029,957,8085.0,7.857143,10,109,4,1.5621866,0.076529674,0.052478134110787174,0.9300291545189504,0.04898882
HOUSEHOLD_1_522,HOUSEHOLD_1,2770,2576,26197.0,9.4574,10,277,4,1.7828882,0.050782602,0.04693140794223827,0.9299638989169675,0.028483335
FOODS_3_459,FOODS_3,1956,1819,47924.0,24.501022,10,224,3,1.8686861,0.03427379,0.0005112474437627812,0.929959100204499,0.018341117
HOUSEHOLD_1_480,HOUSEHOLD_1,1438,1337,8832.0,6.141864,10,145,2,2.7431571,0.018799486,0.0,0.9297635605006954,0.0068532294
FOODS_3_058,FOODS_3,1406,1307,11096.0,7.891892,10,142,1,1.9800001,0.0,0.0,0.9295874822190612,0.0
FOODS_3_437,FOODS_3,1434,1333,12371.0,8.626918,10,144,1,1.0,0.0,0.0,0.9295676429567643,0.0
FOODS_3_108,FOODS_3,2496,2320,51691.0,20.709536,10,250,2,0.99990785,0.004603685,0.00040064102564102563,0.9294871794871795,0.004604109
HOUSEHOLD_1_350,HOUSEHOLD_1,2736,2543,23590.0,8.622076,10,277,3,2.848487,0.12462879,0.04788011695906433,0.9294590643274854,0.04375263
FOODS_3_065,FOODS_3,2575,2393,17493.0,6.793398,10,277,4,3.6274564,0.41579202,0.0,0.9293203883495146,0.11462358
HOUSEHOLD_1_370,HOUSEHOLD_1,2770,2573,28178.0,10.172564,10,277,6,6.9307904,0.24931863,0.05740072202166065,0.9288808664259928,0.03597261
HOBBIES_1_085,HOBBIES_1,1835,1704,8120.0,4.425068,10,203,2,14.723968,0.0469803,0.0,0.9286103542234332,0.0031907363
HOUSEHOLD_1_292,HOUSEHOLD_1,2108,1957,23639.0,11.213947,10,224,4,6.622581,0.2600766,0.055977229601518026,0.9283681214421252,0.039271187
FOODS_3_599,FOODS_3,962,893,9836.0,10.224532,10,98,2,1.7978795,0.27601385,0.0,0.9282744282744283,0.1535219
FOODS_1_058,FOODS_1,2285,2121,54974.0,24.058643,10,230,3,1.8452516,0.10346576,0.024945295404814005,0.9282275711159738,0.056071356
FOODS_3_429,FOODS_3,1153,1070,11463.0,9.941891,10,125,1,5.98,0.0,0.0,0.9280138768430182,0.0
FOODS_3_525,FOODS_3,1205,1118,14141.0,11.73527,10,125,4,1.996639,0.050305445,0.004149377593360996,0.9278008298755187,0.025195062
FOODS_3_467,FOODS_3,2770,2570,17598.0,6.353069,10,277,9,1.9588916,0.085503,0.04945848375451264,0.927797833935018,0.04364866
FOODS_3_385,FOODS_3,2756,2557,22749.0,8.2543545,10,277,7,2.976749,0.06190582,0.0043541364296081275,0.9277939042089985,0.020796454
HOUSEHOLD_1_490,HOUSEHOLD_1,2770,2568,14989.0,5.4111915,10,277,6,12.671195,0.5528994,0.005415162454873646,0.9270758122743682,0.043634355
FOODS_2_171,FOODS_2,2669,2474,32673.0,12.241664,10,277,13,2.863241,0.14148317,0.04496065942300487,0.926938928437617,0.049413644
FOODS_3_300,FOODS_3,2679,2483,54076.0,20.185144,10,277,6,3.9894252,0.1018993,0.029488615154908547,0.9268383725270624,0.025542352
HOBBIES_1_353,HOBBIES_1,1517,1406,26837.0,17.690838,10,152,5,1.0167964,0.05036432,0.003955174686882004,0.926829268292683,0.049532358
FOODS_3_094,FOODS_3,1746,1618,14992.0,8.586483,10,175,2,2.9782817,0.04142757,0.001718213058419244,0.9266895761741123,0.01390989
FOODS_3_321,FOODS_3,1695,1570,31700.0,18.702065,10,232,7,1.3994278,0.10356842,0.010619469026548672,0.9262536873156342,0.07400769
FOODS_1_027,FOODS_1,1840,1704,37157.0,20.194021,10,186,3,1.864,0.09206285,0.0005434782608695652,0.9260869565217391,0.049389943
HOBBIES_1_173,HOBBIES_1,2049,1897,7665.0,3.7408493,10,205,3,10.966833,0.101645514,0.0009760858955588092,0.9258174719375305,0.009268447
HOBBIES_1_147,HOBBIES_1,2615,2421,41021.0,15.686807,10,277,5,10.052126,0.31443325,0.0745697896749522,0.9258126195028681,0.03128027
HOUSEHOLD_1_194,HOUSEHOLD_1,2224,2059,17004.0,7.6456833,10,223,1,4.98,0.0,0.0,0.9258093525179856,0.0
FOODS_3_074,FOODS_3,1671,1547,12067.0,7.221424,10,168,2,4.2726393,0.24641071,0.0,0.9257929383602633,0.05767178
FOODS_1_051,FOODS_1,1859,1721,12985.0,6.984938,10,202,1,3.87,0.0,0.0,0.9257665411511565,0.0
FOODS_1_132,FOODS_1,1839,1702,13356.0,7.262643,10,186,3,1.8642415,0.09207949,0.000543773790103317,0.9255029907558455,0.04939247
HOBBIES_1_004,HOBBIES_1,2748,2543,39584.0,14.404658,10,277,4,4.5003495,0.20471948,0.0,0.9254002911208151,0.045489684
FOODS_3_280,FOODS_3,2422,2241,11873.0,4.902147,10,277,15,4.2741084,0.1463106,0.040049545829892653,0.9252683732452519,0.03423184
FOODS_1_120,FOODS_1,2284,2113,26960.0,11.803853,10,230,3,1.8454816,0.1032545,0.024956217162872153,0.9251313485113836,0.055949893
HOUSEHOLD_1_449,HOUSEHOLD_1,1348,1247,10480.0,7.774481,10,170,5,15.12454,0.30960092,0.000741839762611276,0.9250741839762612,0.020470105
HOUSEHOLD_1_129,HOUSEHOLD_1,2770,2562,26715.0,9.644404,10,277,7,3.8831372,0.11210202,0.007220216606498195,0.9249097472924188,0.02886893
FOODS_3_577,FOODS_3,2764,2556,34695.0,12.552461,10,277,3,3.065745,0.17973055,0.004703328509406657,0.9247467438494935,0.058625404
HOUSEHOLD_1_301,HOUSEHOLD_1,2015,1863,13462.0,6.6808934,10,202,3,4.8785114,0.13712095,0.0064516129032258064,0.9245657568238214,0.028107129
HOBBIES_1_343,HOBBIES_1,2770,2561,13441.0,4.8523464,10,277,8,5.1496754,0.29741013,0.0,0.9245487364620939,0.05775318
HOUSEHOLD_1_321,HOUSEHOLD_1,2769,2560,38406.0,13.869989,10,277,7,2.9628205,0.09484942,0.007945106536655833,0.9245214879017696,0.03201322
FOODS_3_368,FOODS_3,2767,2558,53227.0,19.236357,10,277,4,5.9774704,0.08174323,0.04987350921575714,0.9244669316949765,0.013675221
HOUSEHOLD_1_398,HOUSEHOLD_1,2192,2026,8903.0,4.061588,10,220,3,2.877938,0.031310096,0.0,0.9242700729927007,0.010879351
HOBBIES_1_373,HOBBIES_1,1504,1390,7233.0,4.8091755,10,151,1,14.72,0.0,0.0,0.9242021276595744,0.0
FOODS_3_789,FOODS_3,1687,1559,67522.0,40.024895,10,172,4,1.4892651,0.025492623,0.0023710729104919974,0.9241256668642561,0.017117586
HOBBIES_1_415,HOBBIES_1,2770,2559,14083.0,5.0841155,10,277,4,6.67452,0.11621264,0.009386281588447653,0.9238267148014441,0.017411387
FOODS_3_132,FOODS_3,2747,2537,43362.0,15.78522,10,277,7,2.6488132,0.08366326,0.04878048780487805,0.9235529668729523,0.031585187
FOODS_3_505,FOODS_3,2184,2017,35747.0,16.367674,10,220,6,3.4704762,0.11979424,0.005952380952380952,0.9235347985347986,0.0345181
FOODS_3_098,FOODS_3,2641,2439,22075.0,8.358576,10,277,17,4.2659717,0.28274944,0.10223400227186671,0.9235138205225294,0.0662802
HOUSEHOLD_1_460,HOUSEHOLD_1,2770,2558,21581.0,7.7909746,10,277,6,3.8974764,0.12987877,0.001444043321299639,0.9234657039711192,0.033323813
HOUSEHOLD_1_048,HOUSEHOLD_1,2770,2558,36972.0,13.347292,10,277,2,2.8396065,0.020710308,0.00036101083032490973,0.9234657039711192,0.0072933724
FOODS_2_151,FOODS_2,1527,1410,21625.0,14.161755,10,170,6,1.938186,0.14912736,0.06155861165684348,0.9233791748526523,0.07694172
FOODS_2_244,FOODS_2,2570,2373,96308.0,37.47393,10,277,9,5.7876306,0.15864414,0.004280155642023347,0.9233463035019456,0.027410896
HOUSEHOLD_1_162,HOUSEHOLD_1,2765,2553,22795.0,8.2441225,10,277,17,5.6324844,0.4003131,0.02423146473779385,0.9233273056057866,0.071072206
FOODS_3_708,FOODS_3,2491,2300,23119.0,9.281012,10,250,4,2.857463,0.10967637,0.05820955439582497,0.923323966278603,0.03838243
HOUSEHOLD_1_479,HOUSEHOLD_1,2491,2300,10630.0,4.2673626,10,250,3,7.4865594,0.14426716,0.017663588920112404,0.923323966278603,0.019270154
FOODS_3_097,FOODS_3,2568,2371,35126.0,13.678349,10,277,4,2.0121222,0.09852345,0.005451713395638629,0.9232866043613707,0.048964947
HOBBIES_1_097,HOBBIES_1,2754,2542,11637.0,4.22549,10,277,8,4.168609,0.13031119,0.042846768336964415,0.9230210602759622,0.031260114
FOODS_3_139,FOODS_3,2518,2324,30308.0,12.036537,10,277,5,4.9507823,0.11281525,0.0015885623510722795,0.9229547259729944,0.022787359
HOUSEHOLD_2_140,HOUSEHOLD_2,2770,2556,16075.0,5.803249,10,277,2,6.9741516,0.045379728,0.004693140794223827,0.9227436823104693,0.006506846
FOODS_2_232,FOODS_2,2381,2197,19591.0,8.228055,10,277,5,2.3519444,0.1878481,0.0,0.9227215455690886,0.07986928
FOODS_3_392,FOODS_3,2760,2546,18293.0,6.6278987,10,277,8,3.8665364,0.16168793,0.01956521739130435,0.922463768115942,0.04181725
FOODS_1_172,FOODS_1,2770,2555,33377.0,12.0494585,10,277,6,1.8747905,0.08887998,0.00036101083032490973,0.9223826714801444,0.04740795
HOBBIES_1_201,HOBBIES_1,2764,2549,23218.0,8.400145,10,277,9,5.5033107,0.3724441,0.014833574529667149,0.9222141823444283,0.06767637
FOODS_2_383,FOODS_2,1478,1363,18291.0,12.375507,10,170,6,1.9401488,0.15150468,0.061569688768606225,0.922192151556157,0.07808921
HOUSEHOLD_1_382,HOUSEHOLD_1,937,864,7247.0,7.734258,10,96,1,2.28,0.0,0.0,0.9220917822838848,0.0
FOODS_2_002,FOODS_2,1590,1466,25762.0,16.202517,10,172,7,1.9358869,0.14658199,0.05786163522012579,0.9220125786163522,0.07571826
HOUSEHOLD_1_494,HOUSEHOLD_1,2521,2324,48699.0,19.317335,10,273,1,7.97,0.0,0.0,0.9218564061880207,0.0
FOODS_2_019,FOODS_2,2471,2277,99893.0,40.426144,10,277,12,3.171817,0.19408326,0.04411169566976932,0.9214892755969243,0.061189927
HOUSEHOLD_2_072,HOUSEHOLD_2,1029,948,4450.0,4.324587,10,104,1,2.58,0.0,0.0,0.9212827988338192,0.0
HOUSEHOLD_1_070,HOUSEHOLD_1,2534,2334,10342.0,4.0812945,10,255,7,3.6765666,0.3307472,0.0031570639305445935,0.9210734017363852,0.08996089
FOODS_3_269,FOODS_3,2770,2551,17875.0,6.4530687,10,277,13,2.9746535,0.12996668,0.09819494584837545,0.9209386281588448,0.043691367
HOUSEHOLD_2_201,HOUSEHOLD_2,2770,2551,12627.0,4.5584836,10,277,6,6.0485487,0.2574059,0.0010830324909747292,0.9209386281588448,0.04255664
HOUSEHOLD_2_061,HOUSEHOLD_2,1644,1514,8540.0,5.1946473,10,167,2,2.9688017,0.04858647,0.0,0.9209245742092458,0.016365683
HOUSEHOLD_2_440,HOUSEHOLD_2,2770,2550,28499.0,10.288447,10,277,2,0.9707365,0.0046431916,0.0,0.9205776173285198,0.004783164
FOODS_3_070,FOODS_3,1762,1622,96181.0,54.586266,10,179,7,0.20196936,0.016603509,0.009648127128263337,0.9205448354143019,0.08220806
FOODS_2_327,FOODS_2,2388,2198,21687.0,9.081658,10,277,9,1.9117966,0.118135564,0.017169179229480736,0.9204355108877722,0.06179296
FOODS_2_267,FOODS_2,2375,2186,23223.0,9.778106,10,277,15,1.8619832,0.1476091,0.04715789473684211,0.9204210526315789,0.079275206
HOUSEHOLD_1_040,HOUSEHOLD_1,2375,2186,66381.0,27.949894,10,252,5,4.5240126,0.28146097,0.002105263157894737,0.9204210526315789,0.062214896
FOODS_3_212,FOODS_3,2770,2548,19255.0,6.9512634,10,277,2,2.9486642,0.07271266,0.04693140794223827,0.91985559566787,0.024659526
HOUSEHOLD_1_050,HOUSEHOLD_1,1352,1243,23610.0,17.463018,10,149,3,3.6902144,0.20213632,0.0,0.9193786982248521,0.054776307
FOODS_1_210,FOODS_1,1685,1549,30195.0,17.919882,10,170,4,1.8665401,0.11538106,0.048071216617210685,0.9192878338278931,0.061815474
FOODS_3_698,FOODS_3,1189,1093,15304.0,12.871321,10,121,1,1.0,0.0,0.0,0.9192598822539949,0.0
FOODS_2_122,FOODS_2,1954,1796,11147.0,5.704708,10,215,4,4.8621798,0.11296524,0.0010235414534288639,0.9191402251791198,0.023233457
FOODS_2_247,FOODS_2,2766,2542,34779.0,12.573752,10,277,12,2.1380982,0.16712113,0.020607375271149676,0.9190166305133767,0.078163445
FOODS_3_584,FOODS_3,2651,2436,35031.0,13.214259,10,277,1,1.0,0.0,0.0,0.918898528857035,0.0
HOUSEHOLD_2_081,HOUSEHOLD_2,1097,1008,3790.0,3.454877,10,113,1,2.57,0.0,0.0,0.918869644484959,0.0
FOODS_3_545,FOODS_3,1193,1096,12454.0,10.439229,10,143,1,1.0,0.0,0.0,0.9186923721709975,0.0
FOODS_3_794,FOODS_3,2767,2542,23941.0,8.652331,10,277,8,2.7960608,0.115955696,0.05529454282616552,0.9186844958438742,0.041471094
HOUSEHOLD_1_327,HOUSEHOLD_1,2760,2535,130544.0,47.29855,10,277,4,0.95705795,0.016715776,0.002898550724637681,0.9184782608695652,0.017465793
FOODS_2_204,FOODS_2,2379,2185,66434.0,27.925179,10,277,6,0.9493989,0.08071028,0.059688944934846576,0.9184531315678857,0.08501198
HOUSEHOLD_1_155,HOUSEHOLD_1,2379,2185,8527.0,3.584279,10,239,2,3.4698572,0.006970783,0.0004203446826397646,0.9184531315678857,0.0020089538
HOUSEHOLD_1_396,HOUSEHOLD_1,1189,1092,8218.0,6.9116907,10,123,4,3.964735,0.091314025,0.00336417157275021,0.9184188393608074,0.023031559
HOBBIES_1_420,HOBBIES_1,2770,2544,13709.0,4.9490976,10,277,8,5.709238,0.070545115,0.004693140794223827,0.9184115523465703,0.01235631
HOBBIES_1_319,HOBBIES_1,2770,2544,47840.0,17.270758,10,277,5,1.0093573,0.06849214,0.010108303249097473,0.9184115523465703,0.067857176
HOUSEHOLD_2_217,HOUSEHOLD_2,2770,2543,14693.0,5.3043323,10,277,3,2.8669674,0.077274166,0.009747292418772563,0.9180505415162454,0.026953276
FOODS_1_130,FOODS_1,2769,2542,23326.0,8.42398,10,277,5,1.7491188,0.09775116,0.0314192849404117,0.9180209461899603,0.05588595
FOODS_3_423,FOODS_3,2244,2060,19007.0,8.470142,10,226,12,2.9654634,0.11143297,0.0213903743315508,0.9180035650623886,0.037576918
HOBBIES_1_277,HOBBIES_1,2770,2542,18523.0,6.6870036,10,277,8,1.7235235,0.07410282,0.01588447653429603,0.9176895306859206,0.042994957
HOUSEHOLD_2_437,HOUSEHOLD_2,2756,2529,16263.0,5.9009433,10,277,10,7.7278337,0.4323777,0.01269956458635704,0.9176342525399129,0.055950698
FOODS_3_621,FOODS_3,822,754,7861.0,9.56326,10,87,3,1.5016057,0.018893905,0.040145985401459854,0.9172749391727494,0.012582467
FOODS_1_004,FOODS_1,2200,2018,132075.0,60.034092,10,220,3,1.8461,0.10648664,0.029545454545454545,0.9172727272727272,0.057681948
FOODS_3_042,FOODS_3,2725,2499,94358.0,34.62679,10,277,3,1.6005504,0.079437174,0.0,0.9170642201834862,0.04963116
FOODS_3_273,FOODS_3,2564,2351,24429.0,9.527691,10,277,3,2.0129251,0.0980259,0.005070202808112325,0.9169266770670826,0.048698235
FOODS_3_695,FOODS_3,2675,2452,75980.0,28.403738,10,277,5,3.9909232,0.08999425,0.029158878504672896,0.9166355140186916,0.022549734
HOUSEHOLD_1_376,HOUSEHOLD_1,2770,2539,19000.0,6.8592057,10,277,9,5.0156717,0.26748538,0.01407942238267148,0.9166064981949459,0.053329922
HOUSEHOLD_1_088,HOUSEHOLD_1,2770,2539,13428.0,4.8476534,10,277,4,5.968859,0.07010078,0.011913357400722021,0.9166064981949459,0.011744418
HOBBIES_1_344,HOBBIES_1,707,648,2445.0,3.4582744,10,72,3,11.83669,0.16894883,0.0014144271570014145,0.9165487977369166,0.0142733175
FOODS_3_615,FOODS_3,2704,2478,22512.0,8.325444,10,277,18,4.247226,0.31270885,0.11501479289940829,0.9164201183431953,0.07362661
HOBBIES_1_056,HOBBIES_1,1565,1434,20600.0,13.162939,10,169,1,0.94,0.0,0.0,0.91629392971246,0.0
FOODS_2_038,FOODS_2,2337,2141,13018.0,5.5703893,10,271,14,6.0331707,0.3206077,0.0068463842533162175,0.9161317928968763,0.05314083
HOUSEHOLD_1_519,HOUSEHOLD_1,2767,2534,24342.0,8.797254,10,277,8,4.858529,0.15150382,0.04662088904951211,0.9157932779183231,0.031183062
FOODS_3_051,FOODS_3,1389,1272,14693.0,10.578114,10,143,1,1.98,0.0,0.0,0.9157667386609071,0.0
HOUSEHOLD_1_053,HOUSEHOLD_1,2765,2532,35163.0,12.717179,10,277,6,15.029598,0.21428883,0.004701627486437613,0.9157323688969259,0.014257789
HOUSEHOLD_1_080,HOUSEHOLD_1,1539,1409,8225.0,5.3443794,10,181,4,10.05319,0.23035286,0.001299545159194282,0.9155295646523717,0.02291341
HOUSEHOLD_2_203,HOUSEHOLD_2,1621,1484,10772.0,6.645281,10,165,1,2.97,0.0,0.0,0.9154842689697718,0.0
FOODS_3_100,FOODS_3,2022,1851,19408.0,9.598417,10,224,1,3.98,0.0,0.0,0.9154302670623146,0.0
FOODS_3_752,FOODS_3,2766,2532,204509.0,73.93673,10,277,8,0.20060375,0.015706297,0.009399855386840203,0.9154013015184381,0.078295134
FOODS_3_122,FOODS_3,1216,1113,5473.0,4.5008225,10,122,3,2.4967186,0.0833309,0.001644736842105263,0.915296052631579,0.03337617
FOODS_3_574,FOODS_3,2769,2534,87042.0,31.434452,10,277,4,5.9771104,0.0901125,0.04983748645720477,0.9151318165402672,0.015076265
FOODS_2_392,FOODS_2,2669,2442,12949.0,4.8516297,10,277,1,4.98,0.0,0.0,0.9149494192581491,0.0
